grasspea,faba,medicago,pea
LATSA3860_EIv1.0_0356890,Vfaba.Hedin2.R1.4g031520,MtrunA17_Chr8g0348871,Psat4g155680
LATSA3860_EIv1.0_0356940,Vfaba.Hedin2.R1.4g031840,MtrunA17_Chr8g0348841,Psat4g155960
LATSA3860_EIv1.0_0357020,Vfaba.Hedin2.R1.5g185240,MtrunA17_Chr7g0274161,Psat3g007120
LATSA3860_EIv1.0_0357040,Vfaba.Hedin2.R1.5g185200,MtrunA17_Chr7g0274141,Psat3g007160
LATSA3860_EIv1.0_0357750,Vfaba.Hedin2.R1.1g147440,MtrunA17_Chr6g0449401,Psat1g054200
LATSA3860_EIv1.0_0357790,Vfaba.Hedin2.R1.1g147360,MtrunA17_Chr6g0449461,Psat1g054280
LATSA3860_EIv1.0_0357810,Vfaba.Hedin2.R1.1g147320,MtrunA17_Chr3g0078641,Psat1g054320
LATSA3860_EIv1.0_0358210,Vfaba.Hedin2.R1.2g037280,MtrunA17_Chr3g0095921,Psat5g197360
LATSA3860_EIv1.0_0358600,Vfaba.Hedin2.R1.6g183840,MtrunA17_Chr8g0389391,Psat7g018800
LATSA3860_EIv1.0_0358610,Vfaba.Hedin2.R1.6g183800,MtrunA17_Chr8g0389371,Psat7g018880
LATSA3860_EIv1.0_0358620,Vfaba.Hedin2.R1.6g183760,MtrunA17_Chr8g0389361,Psat7g018920
LATSA3860_EIv1.0_0358840,Vfaba.Hedin2.R1.6g036000,MtrunA17_Chr4g0031721,Psat7g215120
LATSA3860_EIv1.0_0358890,Vfaba.Hedin2.R1.6g169760,MtrunA17_Chr8g0386701,Psat7g033800
LATSA3860_EIv1.0_0359140,Vfaba.Hedin2.R1.6g120040,MtrunA17_Chr4g0045371,Psat7g123680
LATSA3860_EIv1.0_0359660,Vfaba.Hedin2.R1.1g273360,MtrunA17_Chr5g0444001,Psat2g011080
LATSA3860_EIv1.0_0359670,Vfaba.Hedin2.R1.1g273400,MtrunA17_Chr5g0444021,Psat2g011040
LATSA3860_EIv1.0_0359680,Vfaba.Hedin2.R1.1g273440,MtrunA17_Chr5g0444041,Psat2g011000
LATSA3860_EIv1.0_0359690,Vfaba.Hedin2.R1.1g273520,MtrunA17_Chr5g0444081,Psat2g010960
LATSA3860_EIv1.0_0359700,Vfaba.Hedin2.R1.1g273560,MtrunA17_Chr5g0444111,Psat2g010920
LATSA3860_EIv1.0_0359710,Vfaba.Hedin2.R1.1g273600,MtrunA17_Chr5g0444131,Psat2g010880
LATSA3860_EIv1.0_0359760,Vfaba.Hedin2.R1.1g273920,MtrunA17_Chr5g0444231,Psat2g011920
LATSA3860_EIv1.0_0359970,Vfaba.Hedin2.R1.5g185600,MtrunA17_Chr7g0274241,Psat0s1144g0080
LATSA3860_EIv1.0_0360100,Vfaba.Hedin2.R1.1g429840,MtrunA17_Chr2g0294901,Psat1g158040
LATSA3860_EIv1.0_0360110,Vfaba.Hedin2.R1.1g429800,MtrunA17_Chr2g0294911,Psat1g158000
LATSA3860_EIv1.0_0360120,Vfaba.Hedin2.R1.1g429680,MtrunA17_Chr2g0294971,Psat1g157920
LATSA3860_EIv1.0_0360190,Vfaba.Hedin2.R1.3g039840,MtrunA17_Chr1g0178401,Psat6g083600
LATSA3860_EIv1.0_0360450,Vfaba.Hedin2.R1.1g297880,MtrunA17_Chr2g0303101,Psat1g018680
LATSA3860_EIv1.0_0360500,Vfaba.Hedin2.R1.1g297720,MtrunA17_Chr2g0303151,Psat1g019520
LATSA3860_EIv1.0_0360610,Vfaba.Hedin2.R1.4g221600,MtrunA17_Chr4g0073071,Psat0s236g0160
LATSA3860_EIv1.0_0360620,Vfaba.Hedin2.R1.6g084080,MtrunA17_Chr4g0042871,Psat7g134680
LATSA3860_EIv1.0_0361070,Vfaba.Hedin2.R1.1g304960,MtrunA17_Chr5g0413051,Psat2g094160
LATSA3860_EIv1.0_0361080,Vfaba.Hedin2.R1.1g304920,MtrunA17_Chr5g0412911,Psat2g094200
LATSA3860_EIv1.0_0361350,Vfaba.Hedin2.R1.5g102080,MtrunA17_Chr7g0256551,Psat0s1409g0120
LATSA3860_EIv1.0_0361390,Vfaba.Hedin2.R1.5g101960,MtrunA17_Chr7g0256501,Psat3g077760
LATSA3860_EIv1.0_0361480,Vfaba.Hedin2.R1.2g183000,MtrunA17_Chr3g0137501,Psat5g029560
LATSA3860_EIv1.0_0361500,Vfaba.Hedin2.R1.2g182920,MtrunA17_Chr3g0137491,Psat5g029640
LATSA3860_EIv1.0_0361550,Vfaba.Hedin2.R1.2g191560,MtrunA17_Chr3g0139331,Psat5g023000
LATSA3860_EIv1.0_0361570,Vfaba.Hedin2.R1.2g191520,MtrunA17_Chr3g0139321,Psat5g023040
LATSA3860_EIv1.0_0361710,Vfaba.Hedin2.R1.3g186440,MtrunA17_Chr4g0043571,Psat6g042960
LATSA3860_EIv1.0_0361790,Vfaba.Hedin2.R1.3g018720,MtrunA17_Chr1g0170001,Psat6g048680
LATSA3860_EIv1.0_0362170,Vfaba.Hedin2.R1.3g063440,MtrunA17_Chr1g0185211,Psat6g059280
LATSA3860_EIv1.0_0362190,Vfaba.Hedin2.R1.3g063360,MtrunA17_Chr1g0185191,Psat6g059200
LATSA3860_EIv1.0_0362660,Vfaba.Hedin2.R1.4g127440,MtrunA17_Chr4g0053451,Psat4g082600
LATSA3860_EIv1.0_0362690,Vfaba.Hedin2.R1.4g127400,MtrunA17_Chr4g0053441,Psat4g082640
LATSA3860_EIv1.0_0362820,Vfaba.Hedin2.R1.1g194480,MtrunA17_Chr5g0412071,Psat3g169880
LATSA3860_EIv1.0_0363040,Vfaba.Hedin2.R1.2g039680,MtrunA17_Chr3g0097801,Psat5g186880
LATSA3860_EIv1.0_0363260,Vfaba.Hedin2.R1.Ung084880,MtrunA17_Chr1g0189081,Psat6g052880
LATSA3860_EIv1.0_0363290,Vfaba.Hedin2.R1.Ung084800,MtrunA17_Chr1g0189091,Psat6g052720
LATSA3860_EIv1.0_0363300,Vfaba.Hedin2.R1.Ung084720,MtrunA17_Chr1g0189101,Psat6g052960
LATSA3860_EIv1.0_0363310,Vfaba.Hedin2.R1.Ung084680,MtrunA17_Chr1g0189111,Psat6g053000
LATSA3860_EIv1.0_0363330,Vfaba.Hedin2.R1.3g076160,MtrunA17_Chr1g0189131,Psat0s4284g0040
LATSA3860_EIv1.0_0363350,Vfaba.Hedin2.R1.3g076280,MtrunA17_Chr1g0189151,Psat6g052760
LATSA3860_EIv1.0_0363360,Vfaba.Hedin2.R1.3g076360,MtrunA17_Chr1g0189171,Psat6g052800
LATSA3860_EIv1.0_0363370,Vfaba.Hedin2.R1.3g076400,MtrunA17_Chr1g0189211,Psat6g052840
LATSA3860_EIv1.0_0363410,Vfaba.Hedin2.R1.1g479000,MtrunA17_Chr2g0281061,Psat1g209200
LATSA3860_EIv1.0_0363420,Vfaba.Hedin2.R1.1g478960,MtrunA17_Chr2g0281051,Psat1g209240
LATSA3860_EIv1.0_0363720,Vfaba.Hedin2.R1.2g108000,MtrunA17_Chr3g0121831,Psat5g100080
LATSA3860_EIv1.0_0363740,Vfaba.Hedin2.R1.2g108040,MtrunA17_Chr3g0121841,Psat5g100040
LATSA3860_EIv1.0_0364090,Vfaba.Hedin2.R1.2g201840,MtrunA17_Chr3g0141821,Psat5g016200
LATSA3860_EIv1.0_0364290,Vfaba.Hedin2.R1.5g134120,MtrunA17_Chr7g0263491,Psat3g047320
LATSA3860_EIv1.0_0364310,Vfaba.Hedin2.R1.5g133960,MtrunA17_Chr7g0263421,Psat3g047880
LATSA3860_EIv1.0_0364390,Vfaba.Hedin2.R1.3g056920,MtrunA17_Chr1g0183331,Psat6g062920
LATSA3860_EIv1.0_0364400,Vfaba.Hedin2.R1.3g056880,MtrunA17_Chr1g0183321,Psat6g062880
LATSA3860_EIv1.0_0364460,Vfaba.Hedin2.R1.1g490480,MtrunA17_Chr2g0278341,Psat1g220040
LATSA3860_EIv1.0_0364470,Vfaba.Hedin2.R1.1g490560,MtrunA17_Chr2g0278321,Psat1g220000
LATSA3860_EIv1.0_0364500,Vfaba.Hedin2.R1.1g490600,MtrunA17_Chr2g0278311,Psat1g219960
LATSA3860_EIv1.0_0364570,Vfaba.Hedin2.R1.1g490240,MtrunA17_Chr2g0278391,Psat1g219760
LATSA3860_EIv1.0_0364610,Vfaba.Hedin2.R1.1g490120,MtrunA17_Chr2g0278471,Psat1g219600
LATSA3860_EIv1.0_0364660,Vfaba.Hedin2.R1.1g490080,MtrunA17_Chr2g0278481,Psat1g219400
LATSA3860_EIv1.0_0364740,Vfaba.Hedin2.R1.1g489840,MtrunA17_Chr2g0278511,Psat1g219240
LATSA3860_EIv1.0_0364850,Vfaba.Hedin2.R1.1g120960,MtrunA17_Chr6g0458881,Psat1g083800
LATSA3860_EIv1.0_0365170,Vfaba.Hedin2.R1.1g152520,MtrunA17_Chr6g0487091,Psat1g045480
LATSA3860_EIv1.0_0365340,Vfaba.Hedin2.R1.Ung009880,MtrunA17_Chr3g0095611,Psat5g188920
LATSA3860_EIv1.0_0365780,Vfaba.Hedin2.R1.1g173520,MtrunA17_Chr6g0479431,Psat1g125120
LATSA3860_EIv1.0_0365940,Vfaba.Hedin2.R1.1g228160,MtrunA17_Chr5g0431191,Psat2g055320
LATSA3860_EIv1.0_0366120,Vfaba.Hedin2.R1.3g175920,MtrunA17_Chr1g0164231,Psat6g099360
LATSA3860_EIv1.0_0366130,Vfaba.Hedin2.R1.3g175960,MtrunA17_Chr1g0164221,Psat6g099320
LATSA3860_EIv1.0_0366310,Vfaba.Hedin2.R1.4g059480,MtrunA17_Chr8g0344081,Psat4g220160
LATSA3860_EIv1.0_0366320,Vfaba.Hedin2.R1.4g059440,MtrunA17_Chr8g0344101,Psat0s741g0280
LATSA3860_EIv1.0_0366330,Vfaba.Hedin2.R1.4g059400,MtrunA17_Chr8g0344111,Psat0s741g0240
LATSA3860_EIv1.0_0366460,Vfaba.Hedin2.R1.3g180840,MtrunA17_Chr1g0162201,Psat6g095600
LATSA3860_EIv1.0_0366560,Vfaba.Hedin2.R1.4g038720,MtrunA17_Chr8g0353531,Psat4g099920
LATSA3860_EIv1.0_0366660,Vfaba.Hedin2.R1.1g008600,MtrunA17_Chr7g0217231,Psat3g198320
LATSA3860_EIv1.0_0366690,Vfaba.Hedin2.R1.6g039440,MtrunA17_Chr4g0033451,Psat7g213760
LATSA3860_EIv1.0_0366700,Vfaba.Hedin2.R1.6g039480,MtrunA17_Chr4g0033441,Psat7g213720
LATSA3860_EIv1.0_0366810,Vfaba.Hedin2.R1.6g039520,MtrunA17_Chr4g0033431,Psat7g213960
LATSA3860_EIv1.0_0367060,Vfaba.Hedin2.R1.1g441560,MtrunA17_Chr2g0291631,Psat1g170120
LATSA3860_EIv1.0_0367140,Vfaba.Hedin2.R1.3g045720,MtrunA17_Chr1g0179501,Psat6g076240
LATSA3860_EIv1.0_0367170,Vfaba.Hedin2.R1.4g109240,MtrunA17_Chr8g0370681,Psat0s1725g0080
LATSA3860_EIv1.0_0367200,Vfaba.Hedin2.R1.6g007160,MtrunA17_Chr4g0021261,Psat7g155280
LATSA3860_EIv1.0_0367370,Vfaba.Hedin2.R1.1g005880,MtrunA17_Chr7g0215781,Psat3g195640
LATSA3860_EIv1.0_0367400,Vfaba.Hedin2.R1.1g005640,MtrunA17_Chr7g0215741,Psat3g195880
LATSA3860_EIv1.0_0367420,Vfaba.Hedin2.R1.1g005440,MtrunA17_Chr7g0215721,Psat3g195760
LATSA3860_EIv1.0_0367730,Vfaba.Hedin2.R1.4g163680,MtrunA17_Chr4g0060791,Psat4g050200
LATSA3860_EIv1.0_0367740,Vfaba.Hedin2.R1.4g163640,MtrunA17_Chr4g0060811,Psat4g050120
LATSA3860_EIv1.0_0367760,Vfaba.Hedin2.R1.4g163520,MtrunA17_Chr4g0060831,Psat4g050080
LATSA3860_EIv1.0_0367770,Vfaba.Hedin2.R1.4g163480,MtrunA17_Chr4g0060841,Psat4g050040
LATSA3860_EIv1.0_0367820,Vfaba.Hedin2.R1.4g164160,MtrunA17_Chr4g0060931,Psat4g050600
LATSA3860_EIv1.0_0367890,Vfaba.Hedin2.R1.1g408120,MtrunA17_Chr2g0300761,Psat1g134600
LATSA3860_EIv1.0_0367900,Vfaba.Hedin2.R1.1g408280,MtrunA17_Chr2g0300751,Psat1g134480
LATSA3860_EIv1.0_0367970,Vfaba.Hedin2.R1.1g135240,MtrunA17_Chr6g0453131,Psat1g074400
LATSA3860_EIv1.0_0368290,Vfaba.Hedin2.R1.5g074480,MtrunA17_Chr7g0249651,Psat3g101800
LATSA3860_EIv1.0_0368570,Vfaba.Hedin2.R1.2g030800,MtrunA17_Chr3g0093241,Psat5g187280
LATSA3860_EIv1.0_0369130,Vfaba.Hedin2.R1.6g174560,MtrunA17_Chr8g0387621,Psat7g028840
LATSA3860_EIv1.0_0369370,Vfaba.Hedin2.R1.1g102480,MtrunA17_Chr6g0472571,Psat1g104400
LATSA3860_EIv1.0_0369650,Vfaba.Hedin2.R1.2g110960,MtrunA17_Chr3g0122461,Psat5g096440
LATSA3860_EIv1.0_0369660,Vfaba.Hedin2.R1.2g111000,MtrunA17_Chr3g0122471,Psat5g096400
LATSA3860_EIv1.0_0369710,Vfaba.Hedin2.R1.1g305680,MtrunA17_Chr5g0413201,Psat2g105840
LATSA3860_EIv1.0_0369880,Vfaba.Hedin2.R1.Ung081720,MtrunA17_Chr5g0444391,Psat2g011520
LATSA3860_EIv1.0_0369920,Vfaba.Hedin2.R1.1g274120,MtrunA17_Chr5g0444321,Psat2g011720
LATSA3860_EIv1.0_0370130,Vfaba.Hedin2.R1.6g022200,MtrunA17_Chr4g0027671,Psat0s3169g0080
LATSA3860_EIv1.0_0370250,Vfaba.Hedin2.R1.6g008240,MtrunA17_Chr4g0022591,Psat0s2366g0080
LATSA3860_EIv1.0_0370430,Vfaba.Hedin2.R1.6g189360,MtrunA17_Chr8g0390681,Psat7g013960
LATSA3860_EIv1.0_0370550,Vfaba.Hedin2.R1.6g189720,MtrunA17_Chr8g0390751,Psat7g012880
LATSA3860_EIv1.0_0370740,Vfaba.Hedin2.R1.2g080800,MtrunA17_Chr3g0114691,Psat5g133000
LATSA3860_EIv1.0_0370750,Vfaba.Hedin2.R1.2g080600,MtrunA17_Chr3g0114681,Psat5g132440
LATSA3860_EIv1.0_0371460,Vfaba.Hedin2.R1.4g018520,MtrunA17_Chr8g0356391,Psat6g069160
LATSA3860_EIv1.0_0371480,Vfaba.Hedin2.R1.4g018360,MtrunA17_Chr8g0356421,Psat4g141160
LATSA3860_EIv1.0_0371910,Vfaba.Hedin2.R1.2g146280,MtrunA17_Chr3g0129751,Psat5g063280
LATSA3860_EIv1.0_0372040,Vfaba.Hedin2.R1.4g033400,MtrunA17_Chr8g0350941,Psat4g151280
LATSA3860_EIv1.0_0372090,Vfaba.Hedin2.R1.1g211640,MtrunA17_Chr5g0425761,Psat2g073160
LATSA3860_EIv1.0_0372360,Vfaba.Hedin2.R1.5g136680,MtrunA17_Chr7g0263971,Psat3g044040
LATSA3860_EIv1.0_0372500,Vfaba.Hedin2.R1.3g033800,MtrunA17_Chr1g0176061,Psat6g092280
LATSA3860_EIv1.0_0372510,Vfaba.Hedin2.R1.3g034000,MtrunA17_Chr1g0176041,Psat0s1065g0040
LATSA3860_EIv1.0_0372810,Vfaba.Hedin2.R1.6g027880,MtrunA17_Chr4g0029001,Psat7g225480
LATSA3860_EIv1.0_0372840,Vfaba.Hedin2.R1.1g224640,MtrunA17_Chr5g0427431,Psat2g064760
LATSA3860_EIv1.0_0372970,Vfaba.Hedin2.R1.4g105400,MtrunA17_Chr8g0369651,Psat4g109600
LATSA3860_EIv1.0_0373410,Vfaba.Hedin2.R1.2g165000,MtrunA17_Chr3g0133821,Psat5g043600
LATSA3860_EIv1.0_0373430,Vfaba.Hedin2.R1.2g165040,MtrunA17_Chr3g0133851,Psat5g042920
LATSA3860_EIv1.0_0373470,Vfaba.Hedin2.R1.2g165240,MtrunA17_Chr3g0133901,Psat5g043280
LATSA3860_EIv1.0_0373490,Vfaba.Hedin2.R1.2g165320,MtrunA17_Chr3g0133921,Psat5g043200
LATSA3860_EIv1.0_0373840,Vfaba.Hedin2.R1.4g183640,MtrunA17_Chr4g0065301,Psat4g033200
LATSA3860_EIv1.0_0374130,Vfaba.Hedin2.R1.1g382920,MtrunA17_Chr5g0398661,Psat2g179800
LATSA3860_EIv1.0_0374140,Vfaba.Hedin2.R1.1g382880,MtrunA17_Chr5g0398681,Psat2g179680
LATSA3860_EIv1.0_0374450,Vfaba.Hedin2.R1.5g135320,MtrunA17_Chr3g0081591,Psat3g045360
LATSA3860_EIv1.0_0374490,Vfaba.Hedin2.R1.1g350320,MtrunA17_Chr5g0406711,Psat2g129920
LATSA3860_EIv1.0_0374820,Vfaba.Hedin2.R1.6g006880,MtrunA17_Chr4g0021641,Psat7g157960
LATSA3860_EIv1.0_0374850,Vfaba.Hedin2.R1.1g454240,MtrunA17_Chr2g0288101,Psat1g181440
LATSA3860_EIv1.0_0375720,Vfaba.Hedin2.R1.6g199240,MtrunA17_Chr3g0077981,Psat7g000320
LATSA3860_EIv1.0_0375850,Vfaba.Hedin2.R1.2g158000,MtrunA17_Chr3g0132091,Psat5g052160
LATSA3860_EIv1.0_0375860,Vfaba.Hedin2.R1.2g158080,MtrunA17_Chr3g0132101,Psat5g052120
LATSA3860_EIv1.0_0375980,Vfaba.Hedin2.R1.4g004560,MtrunA17_Chr8g0336161,Psat4g222720
LATSA3860_EIv1.0_0376000,Vfaba.Hedin2.R1.4g004480,MtrunA17_Chr5g0427521,Psat4g222640
LATSA3860_EIv1.0_0376090,Vfaba.Hedin2.R1.4g004120,MtrunA17_Chr8g0335901,Psat4g223080
LATSA3860_EIv1.0_0376540,Vfaba.Hedin2.R1.4g134920,MtrunA17_Chr4g0055071,Psat0s116g0240
LATSA3860_EIv1.0_0376550,Vfaba.Hedin2.R1.4g134880,MtrunA17_Chr4g0055061,Psat0s116g0200
LATSA3860_EIv1.0_0376670,Vfaba.Hedin2.R1.Ung073160,MtrunA17_Chr2g0307871,Psat1g029240
LATSA3860_EIv1.0_0376710,Vfaba.Hedin2.R1.1g399200,MtrunA17_Chr2g0307911,Psat1g029200
LATSA3860_EIv1.0_0377020,Vfaba.Hedin2.R1.2g203960,MtrunA17_Chr3g0141941,Psat5g015360
LATSA3860_EIv1.0_0377030,Vfaba.Hedin2.R1.2g203920,MtrunA17_Chr3g0141931,Psat5g015400
LATSA3860_EIv1.0_0377040,Vfaba.Hedin2.R1.2g203880,MtrunA17_Chr3g0141921,Psat5g015440
LATSA3860_EIv1.0_0377060,Vfaba.Hedin2.R1.2g203720,MtrunA17_Chr3g0141891,Psat5g015600
LATSA3860_EIv1.0_0377330,Vfaba.Hedin2.R1.1g010920,MtrunA17_Chr7g0218061,Psat3g199000
LATSA3860_EIv1.0_0377340,Vfaba.Hedin2.R1.1g010960,MtrunA17_Chr7g0218071,Psat3g198920
LATSA3860_EIv1.0_0377350,Vfaba.Hedin2.R1.4g085080,MtrunA17_Chr8g0364661,Psat4g125400
LATSA3860_EIv1.0_0377370,Vfaba.Hedin2.R1.1g011000,MtrunA17_Chr7g0218081,Psat3g198880
LATSA3860_EIv1.0_0377380,Vfaba.Hedin2.R1.1g011160,MtrunA17_Chr7g0218101,Psat3g198800
LATSA3860_EIv1.0_0377750,Vfaba.Hedin2.R1.3g223160,MtrunA17_Chr1g0153171,Psat6g015720
LATSA3860_EIv1.0_0377800,Vfaba.Hedin2.R1.4g116720,MtrunA17_Chr8g0372661,Psat4g095920
LATSA3860_EIv1.0_0377820,Vfaba.Hedin2.R1.4g116520,MtrunA17_Chr8g0372651,Psat4g096000
LATSA3860_EIv1.0_0377950,Vfaba.Hedin2.R1.6g046240,MtrunA17_Chr4g0037391,Psat7g175080
LATSA3860_EIv1.0_0378060,Vfaba.Hedin2.R1.6g028160,MtrunA17_Chr4g0029691,Psat7g223440
LATSA3860_EIv1.0_0378250,Vfaba.Hedin2.R1.3g077280,MtrunA17_Chr1g0189791,Psat6g141080
LATSA3860_EIv1.0_0378510,Vfaba.Hedin2.R1.1g080680,MtrunA17_Chr2g0315761,Psat0s911g0080
LATSA3860_EIv1.0_0378520,Vfaba.Hedin2.R1.1g080640,MtrunA17_Chr2g0315771,Psat0s911g0120
LATSA3860_EIv1.0_0378710,Vfaba.Hedin2.R1.1g182720,MtrunA17_Chr6g0461531,Psat1g091360
LATSA3860_EIv1.0_0379460,Vfaba.Hedin2.R1.6g024960,MtrunA17_Chr4g0028391,Psat0s3927g0040
LATSA3860_EIv1.0_0379470,Vfaba.Hedin2.R1.6g025120,MtrunA17_Chr4g0028311,Psat7g146760
LATSA3860_EIv1.0_0379560,Vfaba.Hedin2.R1.4g132760,MtrunA17_Chr4g0054621,Psat4g079600
LATSA3860_EIv1.0_0379660,Vfaba.Hedin2.R1.2g188120,MtrunA17_Chr3g0138581,Psat5g026920
LATSA3860_EIv1.0_0380030,Vfaba.Hedin2.R1.1g439200,MtrunA17_Chr2g0292421,Psat1g167560
LATSA3860_EIv1.0_0380050,Vfaba.Hedin2.R1.1g438760,MtrunA17_Chr2g0292461,Psat1g167480
LATSA3860_EIv1.0_0380340,Vfaba.Hedin2.R1.6g023200,MtrunA17_Chr4g0030021,Psat7g222520
LATSA3860_EIv1.0_0380360,Vfaba.Hedin2.R1.5g028680,MtrunA17_Chr7g0228021,Psat3g171760
LATSA3860_EIv1.0_0380380,Vfaba.Hedin2.R1.1g306760,MtrunA17_Chr5g0413411,Psat2g105760
LATSA3860_EIv1.0_0380610,Vfaba.Hedin2.R1.1g477600,MtrunA17_Chr2g0281451,Psat1g207280
LATSA3860_EIv1.0_0380720,Vfaba.Hedin2.R1.2g013320,MtrunA17_Chr3g0083541,Psat5g219560
LATSA3860_EIv1.0_0380880,Vfaba.Hedin2.R1.2g076880,MtrunA17_Chr3g0113401,Psat5g128600
LATSA3860_EIv1.0_0380890,Vfaba.Hedin2.R1.2g076920,MtrunA17_Chr3g0113411,Psat5g128520
LATSA3860_EIv1.0_0381650,Vfaba.Hedin2.R1.3g190760,MtrunA17_Chr1g0159301,Psat6g039920
LATSA3860_EIv1.0_0381680,Vfaba.Hedin2.R1.3g190680,MtrunA17_Chr1g0159321,Psat6g040040
LATSA3860_EIv1.0_0381730,Vfaba.Hedin2.R1.3g190480,MtrunA17_Chr1g0159431,Psat6g040320
LATSA3860_EIv1.0_0382220,Vfaba.Hedin2.R1.4g042920,MtrunA17_Chr8g0352011,Psat0s3773g0040
LATSA3860_EIv1.0_0382360,Vfaba.Hedin2.R1.5g049480,MtrunA17_Chr7g0243431,Psat3g124600
LATSA3860_EIv1.0_0382370,Vfaba.Hedin2.R1.5g049400,MtrunA17_Chr7g0243421,Psat3g124640
LATSA3860_EIv1.0_0382420,Vfaba.Hedin2.R1.6g010280,MtrunA17_Chr4g0022791,Psat0s1629g0080
LATSA3860_EIv1.0_0382510,Vfaba.Hedin2.R1.1g154480,MtrunA17_Chr1g0197381,Psat1g046720
LATSA3860_EIv1.0_0382900,Vfaba.Hedin2.R1.2g056200,MtrunA17_Chr3g0105051,Psat5g158160
LATSA3860_EIv1.0_0383150,Vfaba.Hedin2.R1.3g050600,MtrunA17_Chr1g0181541,Psat6g070240
LATSA3860_EIv1.0_0383180,Vfaba.Hedin2.R1.4g034040,MtrunA17_Chr8g0351051,Psat4g198080
LATSA3860_EIv1.0_0383380,Vfaba.Hedin2.R1.1g082280,MtrunA17_Chr2g0315501,Psat0s2485g0120
LATSA3860_EIv1.0_0383430,Vfaba.Hedin2.R1.1g082040,MtrunA17_Chr2g0315531,Psat5g235600
LATSA3860_EIv1.0_0383470,Vfaba.Hedin2.R1.4g039960,MtrunA17_Chr8g0352721,Psat0s1718g0040
LATSA3860_EIv1.0_0383590,Vfaba.Hedin2.R1.1g456040,MtrunA17_Chr2g0287441,Psat1g184280
LATSA3860_EIv1.0_0383890,Vfaba.Hedin2.R1.1g006200,MtrunA17_Chr7g0215951,Psat3g194920
LATSA3860_EIv1.0_0383900,Vfaba.Hedin2.R1.1g006120,MtrunA17_Chr7g0215941,Psat3g194800
LATSA3860_EIv1.0_0384080,Vfaba.Hedin2.R1.1g074280,MtrunA17_Chr2g0317861,Psat5g245160
LATSA3860_EIv1.0_0384200,Vfaba.Hedin2.R1.1g074440,MtrunA17_Chr2g0317801,Psat5g244800
LATSA3860_EIv1.0_0384240,Vfaba.Hedin2.R1.6g019040,MtrunA17_Chr4g0026621,Psat7g188520
LATSA3860_EIv1.0_0384680,Vfaba.Hedin2.R1.3g127680,MtrunA17_Chr1g0201671,Psat6g191920
LATSA3860_EIv1.0_0384730,Vfaba.Hedin2.R1.1g123520,MtrunA17_Chr6g0457861,Psat1g081920
LATSA3860_EIv1.0_0384790,Vfaba.Hedin2.R1.1g123680,MtrunA17_Chr6g0457801,Psat1g082040
LATSA3860_EIv1.0_0384800,Vfaba.Hedin2.R1.1g123720,MtrunA17_Chr6g0457791,Psat1g080920
LATSA3860_EIv1.0_0384810,Vfaba.Hedin2.R1.1g124000,MtrunA17_Chr6g0457781,Psat1g080960
LATSA3860_EIv1.0_0384830,Vfaba.Hedin2.R1.2g195520,MtrunA17_Chr3g0140441,Psat5g020320
LATSA3860_EIv1.0_0384890,Vfaba.Hedin2.R1.1g069360,MtrunA17_Chr2g0319611,Psat5g252120
LATSA3860_EIv1.0_0384910,Vfaba.Hedin2.R1.1g069400,MtrunA17_Chr2g0319591,Psat5g252080
LATSA3860_EIv1.0_0384920,Vfaba.Hedin2.R1.1g069440,MtrunA17_Chr2g0319581,Psat5g252040
LATSA3860_EIv1.0_0384930,Vfaba.Hedin2.R1.1g069520,MtrunA17_Chr2g0319571,Psat5g251960
LATSA3860_EIv1.0_0384940,Vfaba.Hedin2.R1.1g069560,MtrunA17_Chr2g0319561,Psat5g251920
LATSA3860_EIv1.0_0385230,Vfaba.Hedin2.R1.1g078800,MtrunA17_Chr2g0316551,Psat5g240960
LATSA3860_EIv1.0_0385260,Vfaba.Hedin2.R1.5g039360,MtrunA17_Chr7g0235551,Psat3g147840
LATSA3860_EIv1.0_0385330,Vfaba.Hedin2.R1.2g042600,MtrunA17_Chr3g0099071,Psat5g178440
LATSA3860_EIv1.0_0385820,Vfaba.Hedin2.R1.1g297320,MtrunA17_Chr2g0303541,Psat1g019640
LATSA3860_EIv1.0_0385910,Vfaba.Hedin2.R1.3g093680,MtrunA17_Chr1g0193371,Psat6g156200
LATSA3860_EIv1.0_0385990,Vfaba.Hedin2.R1.4g226160,MtrunA17_Chr3g0080181,Psat7g256920
LATSA3860_EIv1.0_0386200,Vfaba.Hedin2.R1.1g118640,MtrunA17_Chr3g0102551,Psat5g165160
LATSA3860_EIv1.0_0386230,Vfaba.Hedin2.R1.1g063440,MtrunA17_Chr2g0321231,Psat5g256600
LATSA3860_EIv1.0_0387240,Vfaba.Hedin2.R1.4g074160,MtrunA17_Chr8g0338691,Psat0s4060g0040
LATSA3860_EIv1.0_0387280,Vfaba.Hedin2.R1.4g074000,MtrunA17_Chr8g0338741,Psat4g205560
LATSA3860_EIv1.0_0387300,Vfaba.Hedin2.R1.4g073920,MtrunA17_Chr8g0338781,Psat4g205440
LATSA3860_EIv1.0_0387310,Vfaba.Hedin2.R1.4g073880,MtrunA17_Chr8g0338791,Psat4g205400
LATSA3860_EIv1.0_0387640,Vfaba.Hedin2.R1.2g204160,MtrunA17_Chr3g0142001,Psat0s471g0280
LATSA3860_EIv1.0_0387680,Vfaba.Hedin2.R1.2g204080,MtrunA17_Chr3g0141981,Psat0s471g0200
